cbsacode,metrodivisioncode,csacode,cbsatitle,metropolitanmicropolitanstatis,metropolitandivisiontitle,csatitle,countycountyequivalent,statename,fipsstatecode,fipscountycode,centraloutlyingcounty
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,,Grand Isle County,Vermont,50,13,Outlying
17200,,,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,,,Orange County,Vermont,50,17,Outlying
40860,,,"Rutland, VT",Micropolitan Statistical Area,,,Rutland County,Vermont,50,21,Central
12740,,,"Barre, VT",Micropolitan Statistical Area,,,Washington County,Vermont,50,23,Central
17200,,,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,,,Windsor County,Vermont,50,27,Central
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Albemarle County,Virginia,51,3,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Amelia County,Virginia,51,7,Outlying
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Amherst County,Virginia,51,9,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Appomattox County,Virginia,51,11,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Arlington County,Virginia,51,13,Central
44420,,277,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,,"Harrisonburg-Staunton-Waynesboro, VA",Augusta County,Virginia,51,15,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Bedford County,Virginia,51,19,Central
40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Botetourt County,Virginia,51,23,Central
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Buckingham County,Virginia,51,29,Outlying
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Campbell County,Virginia,51,31,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Caroline County,Virginia,51,33,Outlying
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Charles City County,Virginia,51,36,Outlying
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Chesterfield County,Virginia,51,41,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Clarke County,Virginia,51,43,Outlying
40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Craig County,Virginia,51,45,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Culpeper County,Virginia,51,47,Outlying
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Dickenson County,Virginia,51,51,Outlying
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Dinwiddie County,Virginia,51,53,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax County,Virginia,51,59,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fauquier County,Virginia,51,61,Central
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Floyd County,Virginia,51,63,Outlying
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Fluvanna County,Virginia,51,65,Outlying
40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Franklin County,Virginia,51,67,Outlying
49020,,548,"Winchester, VA-WV",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Virginia,51,69,Central
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Giles County,Virginia,51,71,Outlying
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Gloucester County,Virginia,51,73,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Goochland County,Virginia,51,75,Outlying
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Greene County,Virginia,51,79,Outlying
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Hanover County,Virginia,51,85,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Henrico County,Virginia,51,87,Central
32300,,,"Martinsville, VA",Micropolitan Statistical Area,,,Henry County,Virginia,51,89,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Isle of Wight County,Virginia,51,93,Outlying
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",James City County,Virginia,51,95,Outlying
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,King William County,Virginia,51,101,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Loudoun County,Virginia,51,107,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Mathews County,Virginia,51,115,Outlying
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Montgomery County,Virginia,51,121,Central
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Nelson County,Virginia,51,125,Outlying
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,New Kent County,Virginia,51,127,Outlying
19260,,,"Danville, VA",Micropolitan Statistical Area,,,Pittsylvania County,Virginia,51,143,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Powhatan County,Virginia,51,145,Outlying
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Prince George County,Virginia,51,149,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince William County,Virginia,51,153,Central
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Pulaski County,Virginia,51,155,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Rappahannock County,Virginia,51,157,Outlying
40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Roanoke County,Virginia,51,161,Central
25500,,277,"Harrisonburg, VA",Metropolitan Statistical Area,,"Harrisonburg-Staunton-Waynesboro, VA",Rockingham County,Virginia,51,165,Central
28700,,304,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Scott County,Virginia,51,169,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Spotsylvania County,Virginia,51,177,Outlying
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Stafford County,Virginia,51,179,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Sussex County,Virginia,51,183,Outlying
14140,,,"Bluefield, WV-VA",Micropolitan Statistical Area,,,Tazewell County,Virginia,51,185,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Warren County,Virginia,51,187,Outlying
28700,,304,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Washington County,Virginia,51,191,Outlying
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Wise County,Virginia,51,195,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",York County,Virginia,51,199,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Alexandria city,Virginia,51,510,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Bedford city,Virginia,51,515,Central
28700,,304,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,,"Johnson City-Kingsport-Bristol, TN-VA",Bristol city,Virginia,51,520,Outlying
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,,,Charlottesville city,Virginia,51,540,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Chesapeake city,Virginia,51,550,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Colonial Heights city,Virginia,51,570,Central
19260,,,"Danville, VA",Micropolitan Statistical Area,,,Danville city,Virginia,51,590,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax city,Virginia,51,600,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Falls Church city,Virginia,51,610,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fredericksburg city,Virginia,51,630,Outlying
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Hampton city,Virginia,51,650,Central
25500,,277,"Harrisonburg, VA",Metropolitan Statistical Area,,"Harrisonburg-Staunton-Waynesboro, VA",Harrisonburg city,Virginia,51,660,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Hopewell city,Virginia,51,670,Central
31340,,,"Lynchburg, VA",Metropolitan Statistical Area,,,Lynchburg city,Virginia,51,680,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas city,Virginia,51,683,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas Park city,Virginia,51,685,Central
32300,,,"Martinsville, VA",Micropolitan Statistical Area,,,Martinsville city,Virginia,51,690,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Newport News city,Virginia,51,700,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Norfolk city,Virginia,51,710,Central
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Norton city,Virginia,51,720,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Petersburg city,Virginia,51,730,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Poquoson city,Virginia,51,735,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Portsmouth city,Virginia,51,740,Central
13980,,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,,,Radford city,Virginia,51,750,Central
40060,,,"Richmond, VA",Metropolitan Statistical Area,,,Richmond city,Virginia,51,760,Central
40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Roanoke city,Virginia,51,770,Central
40220,,,"Roanoke, VA",Metropolitan Statistical Area,,,Salem city,Virginia,51,775,Central
44420,,277,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,,"Harrisonburg-Staunton-Waynesboro, VA",Staunton city,Virginia,51,790,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Suffolk city,Virginia,51,800,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Virginia Beach city,Virginia,51,810,Central
44420,,277,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,,"Harrisonburg-Staunton-Waynesboro, VA",Waynesboro city,Virginia,51,820,Central
47260,,545,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,,"Virginia Beach-Norfolk, VA-NC",Williamsburg city,Virginia,51,830,Outlying
49020,,548,"Winchester, VA-WV",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Winchester city,Virginia,51,840,Central
36830,,393,"Othello, WA",Micropolitan Statistical Area,,"Moses Lake-Othello, WA",Adams County,Washington,53,1,Central
30300,,,"Lewiston, ID-WA",Metropolitan Statistical Area,,,Asotin County,Washington,53,3,Central
28420,,,"Kennewick-Richland, WA",Metropolitan Statistical Area,,,Benton County,Washington,53,5,Central
48300,,,"Wenatchee, WA",Metropolitan Statistical Area,,,Chelan County,Washington,53,7,Central
38820,,,"Port Angeles, WA",Micropolitan Statistical Area,,,Clallam County,Washington,53,9,Central
38900,,440,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Clark County,Washington,53,11,Central
47460,,,"Walla Walla, WA",Metropolitan Statistical Area,,,Columbia County,Washington,53,13,Outlying
31020,,440,"Longview, WA",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Cowlitz County,Washington,53,15,Central
48300,,,"Wenatchee, WA",Metropolitan Statistical Area,,,Douglas County,Washington,53,17,Central
28420,,,"Kennewick-Richland, WA",Metropolitan Statistical Area,,,Franklin County,Washington,53,21,Central
34180,,393,"Moses Lake, WA",Micropolitan Statistical Area,,"Moses Lake-Othello, WA",Grant County,Washington,53,25,Central
10140,,,"Aberdeen, WA",Micropolitan Statistical Area,,,Grays Harbor County,Washington,53,27,Central
36020,,500,"Oak Harbor, WA",Micropolitan Statistical Area,,"Seattle-Tacoma, WA",Island County,Washington,53,29,Central
42660,42644,500,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"Seattle-Bellevue-Everett, WA","Seattle-Tacoma, WA",King County,Washington,53,33,Central
14740,,500,"Bremerton-Silverdale, WA",Metropolitan Statistical Area,,"Seattle-Tacoma, WA",Kitsap County,Washington,53,35,Central
21260,,,"Ellensburg, WA",Micropolitan Statistical Area,,,Kittitas County,Washington,53,37,Central
16500,,500,"Centralia, WA",Micropolitan Statistical Area,,"Seattle-Tacoma, WA",Lewis County,Washington,53,41,Central
43220,,500,"Shelton, WA",Micropolitan Statistical Area,,"Seattle-Tacoma, WA",Mason County,Washington,53,45,Central
44060,,518,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Pend Oreille County,Washington,53,51,Outlying
42660,45104,500,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"Tacoma-Lakewood, WA","Seattle-Tacoma, WA",Pierce County,Washington,53,53,Central
34580,,500,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,,"Seattle-Tacoma, WA",Skagit County,Washington,53,57,Central
38900,,440,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Skamania County,Washington,53,59,Outlying
42660,42644,500,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"Seattle-Bellevue-Everett, WA","Seattle-Tacoma, WA",Snohomish County,Washington,53,61,Central
44060,,518,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Spokane County,Washington,53,63,Central
44060,,518,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Stevens County,Washington,53,65,Outlying
36500,,500,"Olympia-Tumwater, WA",Metropolitan Statistical Area,,"Seattle-Tacoma, WA",Thurston County,Washington,53,67,Central
47460,,,"Walla Walla, WA",Metropolitan Statistical Area,,,Walla Walla County,Washington,53,71,Central
13380,,,"Bellingham, WA",Metropolitan Statistical Area,,,Whatcom County,Washington,53,73,Central
39420,,446,"Pullman, WA",Micropolitan Statistical Area,,"Pullman-Moscow, WA-ID",Whitman County,Washington,53,75,Central
49420,,,"Yakima, WA",Metropolitan Statistical Area,,,Yakima County,Washington,53,77,Central
25180,,548,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Berkeley County,West Virginia,54,3,Central
16620,,170,"Charleston, WV",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Boone County,West Virginia,54,5,Outlying
48260,,430,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Brooke County,West Virginia,54,9,Central
26580,,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Cabell County,West Virginia,54,11,Central
16620,,170,"Charleston, WV",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Clay County,West Virginia,54,15,Outlying
17220,,,"Clarksburg, WV",Micropolitan Statistical Area,,,Doddridge County,West Virginia,54,17,Outlying
13220,,,"Beckley, WV",Metropolitan Statistical Area,,,Fayette County,West Virginia,54,19,Central
49020,,548,"Winchester, VA-WV",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Hampshire County,West Virginia,54,27,Outlying
48260,,430,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Hancock County,West Virginia,54,29,Central
17220,,,"Clarksburg, WV",Micropolitan Statistical Area,,,Harrison County,West Virginia,54,33,Central
47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Jefferson County,West Virginia,54,37,Outlying
16620,,170,"Charleston, WV",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Kanawha County,West Virginia,54,39,Central
26580,,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Lincoln County,West Virginia,54,43,Outlying
